Orthography	Transcription
HAKIM(1)	ɑ.k.i.m
HAKIM'S	h.ɑ.k.i.m.z
HAKIM'S(1)	ɑ.k.i.m.z
HAKKI	h.æ.k.i
HAKKO	h.æ.k.oʊ
HAKON	h.æ.k.ʌ.n
HAKUHODO	h.ɑ.k.u.h.oʊ.d.oʊ
HAL	h.æ.l
HAL'S	h.æ.l.z
HALAMA	h.ɑ.l.ɑ.m.ʌ
HALAMANDARIS	h.æ.l.ʌ.m.æ.n.d.ɚ.ɪ.s
HALAS	h.ɑ.l.ʌ.z
HALASZ	h.ɑ.l.ʌ.ʃ
HALBACH	h.æ.l.b.ɑ.k
HALBERG	h.æ.l.b.ɚ.g
HALBERSTADT	h.æ.l.b.ɚ.ʃ.t.æ.t
HALBERSTAM	h.æ.l.b.ɚ.s.t.æ.m
HALBERT	h.æ.l.b.ɚ.t
HALBIG	h.æ.l.b.ɪ.g
HALBROOK	h.æ.l.b.r.ʊ.k
HALBROOKS	h.æ.l.b.r.ʊ.k.s
HALBUR	h.æ.l.b.ɚ
HALBUTOGULLARI	h.æ.l.b.u.t.oʊ.g.u.l.ɑ.r.i
HALCION	h.æ.l.s.i.ʌ.n
HALCION'S	h.æ.l.s.i.ʌ.n.z
HALCOMB	h.æ.l.k.ʌ.m
HALCYON	h.æ.l.s.i.ʌ.n
HALCYONE	h.æ.l.s.i.oʊ.n
HALD	h.ɔ.l.d
HALDAN	h.æ.l.d.ʌ.n
HALDANA	h.ʌ.l.d.æ.n.ʌ
HALDEMAN	h.ɑ.l.d.m.ʌ.n
HALDEMAN(1)	h.ɑ.l.d.ʌ.m.ʌ.n
HALDEMAN'S	h.ɑ.l.d.m.ʌ.n.z
HALDEMAN'S(1)	h.ɑ.l.d.ʌ.m.ʌ.n.z
HALDEN	h.ɔ.l.d.ʌ.n
HALDER	h.ɔ.l.d.ɚ
HALDERMAN	h.ɔ.l.d.ɚ.m.ʌ.n
HALE	h.eɪ.l
HALE'S	h.eɪ.l.z
HALEBOPP	h.aɪ.l.b.ɔ.p
HALEN	h.eɪ.l.ɛ.n
HALES	h.eɪ.l.z
HALEVI	h.ʌ.l.eɪ.v.i
HALEVI(1)	h.ʌ.l.i.v.i
HALEY	h.eɪ.l.i
HALEY'S	h.eɪ.l.i.z
HALF	h.æ.f
HALF'S	h.æ.f.s
HALF-BAKED	h.æ.f.b.eɪ.k.t
HALF-COCK	h.æ.f.k.ɑ.k
HALF-COCKED	h.æ.f.k.ɑ.k.t
HALF-DOZEN	h.æ.f.d.ʌ.z.ʌ.n
HALF-HEARTED	h.æ.f.h.ɑ.r.t.ɪ.d
HALF-HOUR	h.æ.f.aʊ.ɚ
HALF-TIME	h.æ.f.t.aɪ.m
HALFACRE	h.æ.f.eɪ.k.ɚ
HALFBACK	h.æ.f.b.æ.k
HALFBACKS	h.æ.f.b.æ.k.s
HALFDAN	h.æ.l.f.d.ʌ.n
HALFERTY	h.æ.f.ɚ.t.i
HALFHEARTED	h.æ.f.h.ɑ.r.t.ɪ.d
HALFHILL	h.æ.f.h.ɪ.l
HALFMAN	h.æ.f.m.ʌ.n
HALFMANN	h.æ.f.m.ʌ.n
HALFORD	h.æ.f.ɚ.d
HALFRIDA	h.æ.f.r.ɪ.d.ʌ
HALFTIME	h.æ.f.t.aɪ.m
HALFTIMES	h.æ.f.t.aɪ.m.z
HALFTONE	h.æ.f.t.oʊ.n
HALFTONES	h.æ.f.t.oʊ.n.z
HALFWAY	h.æ.f.w.eɪ
HALFWIT	h.æ.f.w.ɪ.t
HALFWITS	h.æ.f.w.ɪ.t.s
HALGREN	h.æ.l.g.r.ɛ.n
HALIBURTON	h.æ.l.ɪ.b.ɚ.t.ʌ.n
HALIBUT	h.æ.l.ʌ.b.ʌ.t
HALIDE	h.æ.l.aɪ.d
HALIFA	h.ʌ.l.i.f.ʌ
HALIFAX	h.æ.l.ɪ.f.æ.k.s
HALIK	h.æ.l.ɪ.k
HALIMA	h.ʌ.l.i.m.ʌ
HALIMEDA	h.ɑ.l.i.m.eɪ.d.ʌ
HALITE	h.æ.l.aɪ.t
HALKO	h.æ.l.k.oʊ
HALL	h.ɔ.l
HALL'S	h.ɔ.l.z
HALLA	h.æ.l.ʌ
HALLADAY	h.æ.l.ʌ.d.eɪ
HALLAHAN	h.æ.l.ʌ.h.æ.n
HALLAM	h.æ.l.ʌ.m
HALLANAN	h.æ.l.ʌ.n.ʌ.n
HALLANDALE	h.æ.l.ʌ.n.d.eɪ.l
HALLAS	h.æ.l.ʌ.z
HALLAUER	h.æ.l.aʊ.ɚ
HALLBAUER	h.ɔ.l.b.aʊ.r
HALLBERG	h.ɔ.l.b.ɚ.g
HALLE	h.æ.l
HALLE(1)	h.æ.l.i
HALLECK	h.æ.l.ɪ.k
HALLELUJAH	h.æ.l.ʌ.l.u.j.ʌ
HALLEN	h.ɔ.l.ʌ.n
HALLENBECK	h.ɔ.l.ʌ.n.b.ɛ.k
HALLER	h.ɔ.l.ɚ
HALLERAN	h.æ.l.ɚ.æ.n
HALLET	h.æ.l.ɪ.t
HALLETT	h.æ.l.ɪ.t
HALLEY	h.æ.l.i
HALLEY(1)	h.eɪ.l.i
HALLFORD	h.æ.l.f.ɚ.d
HALLGARTEN	h.ɔ.l.g.ɑ.r.t.ʌ.n
HALLGREN	h.æ.l.g.r.ɛ.n
HALLIBURTON	h.æ.l.ɪ.b.ɚ.t.ʌ.n
HALLIBURTON'S	h.æ.l.ɪ.b.ɚ.t.ʌ.n.z
HALLICIFORN	h.ʌ.l.ɪ.s.ɪ.f.ɔ.r.n
HALLIDAY	h.æ.l.ɪ.d.eɪ
HALLIE	h.ɔ.l.i
HALLIGAN	h.æ.l.ɪ.g.ʌ.n
HALLIN	h.æ.l.ɪ.n
HALLINAN	h.æ.l.ɪ.n.ʌ.n
HALLING	h.ɔ.l.ɪ.ŋ
HALLINGBY	h.ɔ.l.ɪ.ŋ.b.i
HALLISEY	h.æ.l.ɪ.s.i
HALLMAN	h.ɔ.l.m.ʌ.n
HALLMARK	h.ɑ.l.m.ɑ.r.k
HALLMARK'S	h.ɔ.l.m.ɑ.r.k.s
HALLMARKS	h.ɔ.l.m.ɑ.r.k.s
HALLOCK	h.æ.l.ʌ.k
HALLORAN	h.æ.l.ɚ.ʌ.n
HALLOW	h.æ.l.oʊ
HALLOWAY	h.æ.l.oʊ.w.eɪ
HALLOWE'EN	h.æ.l.ʌ.w.i.n
HALLOWED	h.æ.l.oʊ.d
HALLOWEEN	h.æ.l.ʌ.w.i.n
HALLOWELL	h.æ.l.ʌ.w.ɛ.l
HALLOWS	h.æ.l.oʊ.z
HALLQUIST	h.æ.l.k.w.ɪ.s.t
HALLS	h.ɔ.l.z
HALLSTROM	h.æ.l.s.t.r.ʌ.m
HALLUCINATE	h.ʌ.l.u.s.ʌ.n.eɪ.t
HALLUCINATED	h.ʌ.l.u.s.ʌ.n.eɪ.t.ɪ.d
HALLUCINATES	h.ʌ.l.u.s.ʌ.n.eɪ.t.s
HALLUCINATING	h.ʌ.l.u.s.ʌ.n.eɪ.t.ɪ.ŋ
HALLUCINATING(1)	h.ʌ.l.u.s.ɪ.n.eɪ.t.ɪ.ŋ
HALLUCINATION	h.ʌ.l.u.s.ʌ.n.eɪ.ʃ.ʌ.n
HALLUCINATIONS	h.ʌ.l.u.s.ʌ.n.eɪ.ʃ.ʌ.n.z
HALLUCINATORY	h.ʌ.l.u.s.ʌ.n.ʌ.t.ɔ.r.i
HALLUCINOGENIC	h.ʌ.l.u.s.ʌ.n.ʌ.dʒ.ɛ.n.ɪ.k
HALLUM	h.æ.l.ʌ.m
HALLUMS	h.æ.l.ʌ.m.z
HALLWARD	h.ɔ.l.w.ɚ.d
HALLWAY	h.ɔ.l.w.eɪ
HALLWAYS	h.ɔ.l.w.eɪ.z
HALLWOOD	h.ɔ.l.w.ʊ.d
HALLY	h.æ.l.i
HALM	h.ɑ.m
HALMI	h.ɔ.l.m.i
HALMOS	h.ɔ.l.m.oʊ.s
HALMSTAD	h.ɑ.l.m.s.t.æ.d
HALO	h.eɪ.l.oʊ
HALOGEN	h.æ.l.ʌ.dʒ.ʌ.n
HALOGENATE	h.æ.l.ʌ.dʒ.ʌ.n.eɪ.t
HALOGENATED	h.æ.l.ʌ.dʒ.ʌ.n.eɪ.t.ɪ.d
HALON	h.eɪ.l.ɑ.n
HALOPHYTIC	h.æ.l.ʌ.f.ɪ.t.ɪ.k
HALOS	h.eɪ.l.oʊ.z
HALPER	h.æ.l.p.ɚ
HALPERIN	h.æ.l.p.ɚ.ɪ.n
HALPERIN(1)	h.æ.l.p.r.ɪ.n
HALPERN	h.æ.l.p.ɚ.n
HALPERSTANT	h.æ.l.p.ɚ.s.t.ʌ.n.t
HALPERT	h.æ.l.p.ɚ.t
HALPIN	h.æ.l.p.ɪ.n
HALPRIN	h.æ.l.p.r.ɪ.n
HALSELL	h.æ.l.s.ʌ.l
HALSETH	h.æ.l.s.ɪ.θ
HALSEY	h.æ.l.s.i
HALSTEAD	h.æ.l.s.t.ɛ.d
HALSTED	h.æ.l.s.t.ɪ.d
HALSTON	h.ɔ.l.s.t.ʌ.n
HALSTON'S	h.ɔ.l.s.t.ʌ.n.z
HALT	h.ɔ.l.t
HALTED	h.ɔ.l.t.ʌ.d
HALTED(1)	h.ɔ.l.t.ɪ.d
HALTEMAN	h.eɪ.l.t.m.ʌ.n
HALTER	h.ɔ.l.t.ɚ
HALTER'S	h.ɔ.l.t.ɚ.z
HALTERMAN	h.ɔ.l.t.ɚ.m.ʌ.n
HALTERS	h.ɔ.l.t.ɚ.z
HALTING	h.ɔ.l.t.ɪ.ŋ
HALTINGLY	h.ɔ.l.t.ɪ.ŋ.l.i
HALTIWANGER	h.æ.l.t.ɪ.w.ʌ.ŋ.ɚ
HALTOM	h.æ.l.t.ʌ.m
HALTON	h.æ.l.t.ʌ.n
HALTS	h.ɔ.l.t.s
HALUSKA	h.ʌ.l.ʌ.s.k.ʌ
HALVE	h.æ.v
HALVED	h.æ.v.d
HALVERSON	h.æ.l.v.ɚ.s.ʌ.n
HALVES	h.æ.v.z
HALVING	h.æ.v.ɪ.ŋ
HALVORSEN	h.æ.l.v.ɔ.r.s.ʌ.n
HALVORSON	h.æ.l.v.ɚ.s.ʌ.n
HAM	h.æ.m
HAMA	h.ɑ.m.ʌ
HAMACHER	h.æ.m.ʌ.k.ɚ
HAMAD	h.æ.m.ʌ.d
HAMADA	h.ɑ.m.ɑ.d.ʌ
HAMADEI	h.æ.m.ʌ.d.eɪ
HAMADI	h.ʌ.m.ɑ.d.i
HAMAKER	h.ɑ.m.eɪ.k.ɚ
HAMAL	h.eɪ.m.ʌ.l
HAMAMOTO	h.ɑ.m.ɑ.m.oʊ.t.oʊ
HAMAN	h.eɪ.m.ʌ.n
HAMANAKA	h.ʌ.m.ʌ.n.ɑ.k.ʌ
HAMANN	h.ɑ.m.ʌ.n
HAMAR	h.ʌ.m.ɑ.r
HAMAS	h.ɑ.m.ɑ.s
HAMAS'	h.ɑ.m.ɑ.s
HAMASAKI	h.ɑ.m.ɑ.s.ɑ.k.i
HAMBELTON	h.ʌ.m.b.ɛ.l.t.ʌ.n
HAMBERG	h.æ.m.b.ɚ.g
HAMBERGER	h.æ.m.b.ɚ.g.ɚ
HAMBLEN	h.æ.m.b.ʌ.l.ʌ.n
HAMBLET	h.æ.m.b.l.ɪ.t
HAMBLETON	h.æ.m.b.ʌ.l.t.ɑ.n
HAMBLEY	h.æ.m.b.l.i
HAMBLIN	h.æ.m.b.l.ɪ.n
HAMBLY	h.æ.m.b.l.i
HAMBRECHT	h.æ.m.b.r.ɛ.k.t
HAMBRICK	h.æ.m.b.r.ɪ.k
HAMBRIGHT	h.æ.m.b.r.aɪ.t
HAMBRO	h.æ.m.b.r.oʊ
HAMBROS	h.æ.m.b.r.oʊ.s
HAMBURG	h.æ.m.b.ɚ.g
HAMBURGER	h.æ.m.b.ɚ.g.ɚ
HAMBURGERS	h.æ.m.b.ɚ.g.ɚ.z
HAMBY	h.æ.m.b.i
HAMDAN	h.æ.m.d.ʌ.n
HAMDOON	h.æ.m.d.u.n
HAMDUN	h.æ.m.d.ʌ.n
HAMED	h.æ.m.d
HAMEISTER	h.æ.m.aɪ.s.t.ɚ
HAMEL	h.æ.m.ʌ.l
HAMELIN	h.æ.m.ʌ.l.ɪ.n
HAMELIN(1)	h.æ.m.l.ɪ.n
HAMER	h.æ.m.ɚ
HAMES	h.eɪ.m.z
HAMID	h.ʌ.m.i.d
HAMIEL	h.æ.m.i.l
HAMIL	h.æ.m.ʌ.l
HAMILL	h.æ.m.ʌ.l
HAMILTON	h.æ.m.ʌ.l.t.ʌ.n
HAMILTON'S	h.æ.m.ʌ.l.t.ʌ.n.z
HAMILTONS	h.æ.m.ʌ.l.t.ʌ.n.z
HAMISH	h.æ.m.ɪ.ʃ
HAMITER	h.æ.m.aɪ.t.ɚ
HAMITIC	h.æ.m.ɪ.t.ɪ.k
HAMLER	h.æ.m.ʌ.l.ɚ
HAMLER(1)	h.æ.m.l.ɚ
HAMLET	h.æ.m.l.ʌ.t
HAMLET(1)	h.æ.m.l.ɪ.t
HAMLETS	h.æ.m.l.ʌ.t.s
HAMLETT	h.æ.m.l.ɪ.t
HAMLEY	h.æ.m.l.i
HAMLEY'S	h.æ.m.l.i.z
HAMLIN	h.æ.m.l.ɪ.n
HAMLING	h.æ.m.l.ɪ.ŋ
HAMLISCH	h.æ.m.l.ɪ.ʃ
HAMLISCH'S	h.æ.m.l.ɪ.ʃ.ʌ.z
HAMM	h.æ.m
HAMMAC	h.æ.m.ʌ.k
HAMMACHER	h.æ.m.ɑ.k.ɚ
HAMMACK	h.æ.m.ʌ.k
HAMMAKER	h.æ.m.eɪ.k.ɚ
HAMMAN	h.æ.m.ʌ.n
HAMMANN	h.æ.m.ʌ.n
HAMMAR	h.æ.m.ɚ
HAMMAS	h.ʌ.m.ɑ.s
HAMMAS'	h.ʌ.m.ɑ.s
HAMMAS'S	h.ʌ.m.ɑ.s.ɪ.s
HAMME	h.æ.m
HAMMEL	h.æ.m.ʌ.l
HAMMELL	h.æ.m.ʌ.l
HAMMEN	h.æ.m.ʌ.n
HAMMER	h.æ.m.ɚ
HAMMER'S	h.æ.m.ɚ.z
HAMMERED	h.æ.m.ɚ.d
HAMMERING	h.æ.m.ɚ.ɪ.ŋ
HAMMERLE	h.æ.m.ɚ.ʌ.l
HAMMERLOCK	h.æ.m.ɚ.l.ɑ.k
HAMMERMAN	h.æ.m.ɚ.m.ʌ.n
HAMMERMEISTER	h.æ.m.ɚ.m.aɪ.s.t.ɚ
HAMMERMILL	h.æ.m.ɚ.m.ɪ.l
HAMMERS	h.æ.m.ɚ.z
HAMMERSCHMIDT	h.æ.m.ɚ.ʃ.m.ɪ.t
HAMMERSLEY	h.æ.m.ɚ.s.l.i
HAMMERSMITH	h.æ.m.ɚ.s.m.ɪ.θ
HAMMERSON	h.æ.m.ɚ.s.ʌ.n
HAMMERSTEIN	h.æ.m.ɚ.s.t.i.n
HAMMERSTEIN(1)	h.æ.m.ɚ.s.t.aɪ.n
HAMMERSTEIN'S	h.æ.m.ɚ.s.t.i.n.z
HAMMERSTEIN'S(1)	h.æ.m.ɚ.s.t.aɪ.n.z
HAMMERSTROM	h.æ.m.ɚ.s.t.r.ʌ.m
HAMMES	h.æ.m.z
HAMMETT	h.æ.m.ɪ.t
HAMMILL	h.æ.m.ʌ.l
HAMMITT	h.æ.m.ɪ.t
HAMMOCK	h.æ.m.ʌ.k
HAMMOCKS	h.æ.m.ʌ.k.s
HAMMON	h.æ.m.ʌ.n
HAMMOND	h.æ.m.ʌ.n.d
HAMMONDS	h.æ.m.ʌ.n.d.z
HAMMONS	h.æ.m.ʌ.n.z
HAMMONTREE	h.æ.m.ʌ.n.t.r.i
HAMNER	h.æ.m.n.ɚ
HAMON	h.æ.m.ʌ.n
HAMOR	h.æ.m.ɚ
HAMP	h.æ.m.p
HAMPE	h.æ.m.p
HAMPEL	h.æ.m.p.ʌ.l
HAMPER	h.æ.m.p.ɚ
HAMPERED	h.æ.m.p.ɚ.d
HAMPERING	h.æ.m.p.ɚ.ɪ.ŋ
HAMPERS	h.æ.m.p.ɚ.z
HAMPLE	h.æ.m.p.ʌ.l
HAMPSHIRE	h.æ.m.p.ʃ.ɚ
HAMPSHIRE(1)	h.æ.m.ʃ.ɚ
HAMPSHIRE(2)	h.æ.m.p.ʃ.aɪ.ɚ
HAMPSHIRE(3)	h.æ.m.ʃ.aɪ.ɚ
HAMPSHIRE'S	h.æ.m.p.ʃ.ɚ.z
HAMPSHIRE'S(1)	h.æ.m.ʃ.ɚ.z
HAMPSHIRE'S(2)	h.æ.m.p.ʃ.aɪ.ɚ.z
HAMPSHIRE'S(3)	h.æ.m.ʃ.aɪ.ɚ.z
HAMPSHIRITES	h.æ.m.p.ʃ.ɚ.aɪ.t.s
HAMPSON	h.æ.m.p.s.ʌ.n
HAMPSTEAD	h.æ.m.p.s.t.ɛ.d
HAMPTON	h.æ.m.p.t.ʌ.n
HAMPTON'S	h.æ.m.p.t.ʌ.n.z
HAMPTONS	h.æ.m.p.t.ʌ.n.z
HAMPTONSHIRE	h.æ.m.p.t.ʌ.n.ʃ.ɚ
HAMPTONSHIRE'S	h.æ.m.p.t.ʌ.n.ʃ.ɚ.z
HAMRE	h.æ.m.ɚ
HAMRIC	h.æ.m.r.ɪ.k
HAMRICK	h.æ.m.r.ɪ.k
HAMROCK	h.æ.m.r.ɑ.k
HAMS	h.æ.m.z
HAMSHER	h.æ.m.ʃ.ɚ
HAMSON	h.æ.m.s.ʌ.n
HAMSPHIRE	h.æ.m.s.f.aɪ.r
HAMSTER	h.æ.m.s.t.ɚ
HAMSTERS	h.æ.m.s.t.ɚ.z
HAMSTRA	h.æ.m.s.t.r.ʌ
HAMSTRING	h.æ.m.s.t.r.ɪ.ŋ
HAMSTRINGS	h.æ.m.s.t.r.ɪ.ŋ.z
HAMSTRUNG	h.æ.m.s.t.r.ʌ.ŋ
HAMTRAMCK	h.æ.m.t.r.æ.m.ɪ.k
HAN	h.ɑ.n
HAN(1)	h.æ.n
HAN'S	h.ɑ.n.z
HAN'S(1)	h.æ.n.z
HANA	h.æ.n.ʌ
HANAFIN	h.æ.n.ʌ.f.ɪ.n
HANAGAN	h.ɑ.n.ɑ.g.ɑ.n
HANAHAN	h.æ.n.ʌ.h.æ.n
HANAK	h.ɑ.n.ʌ.k
HANAN	h.eɪ.n.ʌ.n
HANAS	h.æ.n.ʌ.z
HANAUER	h.æ.n.aʊ.ɚ
HANAWALT	h.æ.n.ʌ.w.ɔ.l.t
HANAWAY	h.æ.n.ʌ.w.eɪ
HANBACK	h.æ.n.b.æ.k
HANBERRY	h.æ.n.b.ɛ.r.i
HANBO	h.æ.n.b.oʊ
HANBURY	h.æ.n.b.ɛ.r.i
HANBY	h.æ.n.b.i
HANCE	h.æ.n.s
HANCHER	h.æ.n.tʃ.ɚ
HANCHETT	h.æ.n.tʃ.ɪ.t
HANCHEY	h.æ.n.tʃ.i
HANCOCK	h.æ.n.k.ɑ.k
HANCOCK'S	h.æ.n.k.ɑ.k.s
HANCOX	h.æ.n.k.ɑ.k.s
HAND	h.æ.n.d
HAND'S	h.æ.n.d.z
HAND-HELD	h.æ.n.d.h.ɛ.l.d
HANDA	h.æ.n.d.ʌ
HANDBAG	h.æ.n.d.b.æ.g
HANDBAGS	h.æ.n.d.b.æ.g.z
HANDBALL	h.æ.n.d.b.ɔ.l
HANDBALLS	h.æ.n.d.b.ɔ.l.z
HANDBILL	h.æ.n.d.b.ɪ.l
HANDBILLS	h.æ.n.d.b.ɪ.l.z
HANDBOOK	h.æ.n.d.b.ʊ.k
HANDBOOKS	h.æ.n.d.b.ʊ.k.s
HANDCLASP	h.æ.n.d.k.l.æ.s.p
HANDCRAFT	h.æ.n.d.k.r.æ.f.t
HANDCRAFTED	h.æ.n.d.k.r.æ.f.t.ɪ.d
HANDCRAFTS	h.æ.n.d.k.r.æ.f.t.s
HANDCUFF	h.æ.n.d.k.ʌ.f
HANDCUFFED	h.æ.n.d.k.ʌ.f.t
HANDCUFFING	h.æ.n.d.k.ʌ.f.ɪ.ŋ
HANDCUFFS	h.æ.n.d.k.ʌ.f.s
HANDED	h.æ.n.d.ʌ.d
HANDED(1)	h.æ.n.d.ɪ.d
HANDEDLY	h.æ.n.d.ɪ.d.l.i
HANDEDNESS	h.æ.n.d.ʌ.d.n.ʌ.s
HANDEL	h.æ.n.d.ʌ.l
HANDEL'S	h.æ.n.d.ʌ.l.z
HANDELAND	h.æ.n.d.ɪ.l.ʌ.n.d
HANDELMAN	h.æ.n.d.ʌ.l.m.ʌ.n
HANDELS	h.æ.n.d.ʌ.l.z
HANDELSBANK	h.æ.n.d.ʌ.l.z.b.æ.ŋ.k
HANDELSBANKEN	h.æ.n.d.ʌ.l.s.b.æ.ŋ.k.ʌ.n
HANDELSMAN	h.æ.n.d.ɪ.l.s.m.ʌ.n
HANDER	h.æ.n.d.ɚ
HANDERS	h.æ.n.d.ɚ.z
HANDFORD	h.æ.n.d.f.ɚ.d
HANDFUL	h.æ.n.d.f.ʊ.l
HANDFULS	h.æ.n.d.f.ʊ.l.z
HANDGUN	h.æ.n.d.g.ʌ.n
HANDGUNS	h.æ.n.d.g.ʌ.n.z
HANDHELD	h.æ.n.d.h.ɛ.l.d
HANDHOLD	h.æ.n.d.h.oʊ.l.d
HANDHOLDING	h.æ.n.d.h.oʊ.l.d.ɪ.ŋ
HANDICAP	h.æ.n.d.i.k.æ.p
HANDICAPPED	h.æ.n.d.i.k.æ.p.t
HANDICAPPER	h.æ.n.d.i.k.æ.p.ɚ
HANDICAPPERS	h.æ.n.d.i.k.æ.p.ɚ.z
HANDICAPPING	h.æ.n.d.i.k.æ.p.ɪ.ŋ
HANDICAPS	h.æ.n.d.i.k.æ.p.s
HANDICRAFT	h.æ.n.d.i.k.r.æ.f.t
HANDICRAFTS	h.æ.n.d.i.k.r.æ.f.t.s
HANDIER	h.æ.n.d.i.ɚ
HANDIEST	h.æ.n.d.i.ʌ.s.t
HANDILY	h.æ.n.d.ʌ.l.i
HANDING	h.æ.n.d.ɪ.ŋ
HANDIWORK	h.æ.n.d.i.w.ɚ.k
HANDKE	h.æ.n.d.k.i
HANDKERCHIEF	h.æ.ŋ.k.ɚ.tʃ.ɪ.f
HANDKERCHIEF(1)	h.æ.ŋ.k.ɚ.tʃ.i.f
HANDKERCHIEFS	h.æ.ŋ.k.ɚ.tʃ.ʌ.f.s
HANDKERCHIEFS(1)	h.æ.ŋ.k.ɚ.tʃ.i.f.s
HANDLE	h.æ.n.d.ʌ.l
HANDLEBAR	h.æ.n.d.ʌ.l.b.ɑ.r
HANDLEBARS	h.æ.n.d.ʌ.l.b.ɑ.r.z
HANDLED	h.æ.n.d.ʌ.l.d
HANDLER	h.æ.n.d.l.ɚ
HANDLER(1)	h.æ.n.d.ʌ.l.ɚ
HANDLERS	h.æ.n.d.l.ɚ.z
HANDLERS(1)	h.æ.n.d.ʌ.l.ɚ.z
HANDLES	h.æ.n.d.ʌ.l.z
HANDLEY	h.æ.n.d.l.i
HANDLIN	h.æ.n.d.l.ɪ.n
HANDLING	h.æ.n.d.l.ɪ.ŋ
HANDLING(1)	h.æ.n.d.ʌ.l.ɪ.ŋ
HANDLON	h.æ.n.d.l.ʌ.n
HANDLOOM	h.æ.n.d.l.u.m
HANDLOOMS	h.æ.n.d.l.u.m.z
HANDLY	h.æ.n.d.l.i
HANDMADE	h.æ.n.d.m.eɪ.d
HANDMADE(1)	h.æ.n.m.eɪ.d
HANDOUT	h.æ.n.d.aʊ.t
HANDOUTS	h.æ.n.d.aʊ.t.s
HANDOVER	h.æ.n.d.oʊ.v.ɚ
HANDPICK	h.æ.n.d.p.ɪ.k
HANDPICKED	h.æ.n.d.p.ɪ.k.t
HANDRAIL	h.æ.n.d.r.eɪ.l
HANDRAILS	h.æ.n.d.r.eɪ.l.z
HANDRICH	h.æ.n.d.r.ɪ.k
HANDROS	h.æ.n.d.r.oʊ.s
HANDS	h.æ.n.d.z
HANDS(1)	h.æ.n.z
HANDS-ON	h.æ.n.z.ɔ.n
HANDSAW	h.æ.n.d.s.ɔ
HANDSAWS	h.æ.n.d.s.ɔ.z
HANDSET	h.æ.n.d.s.ɛ.t
HANDSETS	h.æ.n.d.s.ɛ.t.s
HANDSHAKE	h.æ.n.d.ʃ.eɪ.k
HANDSHAKES	h.æ.n.d.ʃ.eɪ.k.s
HANDSHAKING	h.æ.n.d.ʃ.eɪ.k.ɪ.ŋ
HANDSOME	h.æ.n.s.ʌ.m
HANDSOMELY	h.æ.n.s.ʌ.m.l.i
HANDSTAND	h.æ.n.d.s.t.æ.n.d
HANDSTANDS	h.æ.n.d.s.t.æ.n.d.z
HANDWERK	h.æ.n.d.w.ɚ.k
HANDWERKER	h.æ.n.d.w.ɚ.k.ɚ
HANDWOVEN	h.æ.n.d.w.oʊ.v.ʌ.n
HANDWOVEN(1)	h.æ.n.w.oʊ.v.ʌ.n
HANDWRITING	h.æ.n.d.r.aɪ.t.ɪ.ŋ
HANDWRITTEN	h.æ.n.d.r.ɪ.t.ʌ.n
HANDY	h.æ.n.d.i
HANDYMAN	h.æ.n.d.i.m.æ.n
HANDYMEN	h.æ.n.d.i.m.ɛ.n
HANE	h.eɪ.n
HANEDA	h.ʌ.n.eɪ.d.ʌ
HANEL	h.æ.n.ʌ.l
HANELINE	h.æ.n.ɪ.l.aɪ.n
HANEMANN	h.eɪ.n.m.ʌ.n
HANER	h.eɪ.n.ɚ
HANES	h.eɪ.n.z
HANEY	h.eɪ.n.i
HANF	h.æ.n.f
HANFORD	h.æ.n.f.ɚ.d
HANFT	h.æ.n.f.t
HANG	h.æ.ŋ
HANGAR	h.æ.ŋ.ɚ
HANGARS	h.æ.ŋ.ɚ.z
HANGARTNER	h.æ.ŋ.g.ɑ.r.t.n.ɚ
HANGED	h.æ.ŋ.d
HANGEN	h.æ.ŋ.ʌ.n
HANGER	h.æ.ŋ.ɚ
HANGERS	h.æ.ŋ.ɚ.z
HANGIN'	h.æ.ŋ.g.ɪ.n
HANGING	h.æ.ŋ.ɪ.ŋ
HANGING(1)	h.æ.ŋ.g.ɪ.ŋ
HANGINGS	h.æ.ŋ.g.ɪ.ŋ.z
HANGMAN	h.æ.ŋ.m.ʌ.n
HANGOUT	h.æ.ŋ.aʊ.t
HANGOUTS	h.æ.ŋ.aʊ.t.s
HANGOVER	h.æ.ŋ.oʊ.v.ɚ
HANGOVERS	h.æ.ŋ.oʊ.v.ɚ.z
HANGS	h.æ.ŋ.z
HANGSANG	h.æ.ŋ.s.æ.ŋ
HANGSANG'S	h.æ.ŋ.s.æ.ŋ.z
HANGUL	h.æ.n.g.ʊ.l
HANGUP	h.æ.ŋ.g.ʌ.p
HANGUPS	h.æ.ŋ.g.ʌ.p.s
HANI	h.æ.n.i
HANI'S	h.æ.n.i.z
HANIFEN	h.æ.n.ɪ.f.ʌ.n
HANIFIN	h.æ.n.ɪ.f.ɪ.n
HANIGAN	h.æ.n.ɪ.g.ʌ.n
HANING	h.eɪ.n.ɪ.ŋ
HANISCH	h.æ.n.ɪ.ʃ
HANISEE	h.æ.n.ɪ.s.i
HANISH	h.æ.n.ɪ.ʃ
HANJIN	h.æ.n.dʒ.ɪ.n
HANK	h.æ.ŋ.k
HANK'S	h.æ.n.k.s
HANKE	h.æ.ŋ.k
HANKEL	h.æ.ŋ.k.ʌ.l
HANKEN	h.æ.ŋ.k.ʌ.n
HANKER	h.æ.ŋ.k.ɚ
HANKERING	h.æ.ŋ.k.ɚ.ɪ.ŋ
