Orthography	Transcription
NON-HUMAN	n.ɑ0.n.h.j.u1.m.ʌ0.n
NON-INFLATIONARY	n.ɑ2.n.ɪ0.n.f.l.eɪ1.ʃ.ʌ0.n.ɛ2.ɹ.i0
NON-INTEREST	n.ɑ0.n.ɪ1.n.t.ɹ.ʌ0.s.t
NON-INTERFERENCE	n.ɑ2.n.ɪ2.n.t.ɚ0.f.ɪ1.ɹ.ʌ0.n.s
NON-INTERVENTION	n.ɑ2.n.ɪ2.n.t.ɚ0.v.ɛ1.n.ʃ.ʌ0.n
NON-JET	n.ɑ1.n.dʒ.ɛ1.t
NON-JETS	n.ɑ1.n.dʒ.ɛ1.t.s
NON-LETHAL	n.ɑ0.n.l.i1.θ.ʌ0.l
NON-LINEAR	n.ɑ0.n.l.ɪ1.n.i2.ɚ0
NON-LITURGICAL	n.ɑ0.n.l.ʌ0.t.ɚ1.dʒ.ɪ0.k.ʌ0.l
NON-MANAGEMENT	n.ɑ0.n.m.æ1.n.ɪ0.dʒ.m.ʌ0.n.t
NON-MANUFACTURING	n.ɑ2.n.m.æ2.n.j.ʌ0.f.æ1.k.tʃ.ɚ0.ɪ0.ŋ
NON-MEMBER	n.ɑ0.n.m.ɛ1.m.b.ɚ0
NON-MEMBERS	n.ɑ0.n.m.ɛ1.m.b.ɚ0.z
NON-MILITARY	n.ɑ0.n.m.ɪ1.l.ʌ0.t.ɛ2.ɹ.i0
NON-NATIVE	n.ɑ1.n.eɪ1.t.ɪ0.v
NON-NATIVES	n.ɑ1.n.eɪ1.t.ɪ0.v.z
NON-NEGOTIABLE	n.ɑ2.n.ʌ0.g.oʊ1.ʃ.ʌ0.b.ʌ0.l
NON-NEMACHER	n.ɑ1.n.ɪ0.m.ʌ0.k.ɚ0
NON-NONSENSE	n.ɑ0.n.n.ɑ1.n.s.ɛ2.n.s
NON-NUCLEAR	n.ɑ1.n.u1.k.l.i2.ɚ0
NON-OPERATING	n.ɑ1.n.ɔ1.p.ɚ0.eɪ2.t.ɪ0.ŋ
NON-PACIFIST	n.ɑ2.n.p.æ1.s.ɪ0.f.ɪ0.s.t
NON-PACIFISTS	n.ɑ2.n.p.æ1.s.ɪ0.f.ɪ0.s.t.s
NON-PARTISAN	n.ɑ0.n.p.ɑ1.ɹ.t.ʌ0.z.ʌ0.n
NON-PAYING	n.ɑ0.n.p.eɪ1.ɪ0.ŋ
NON-PAYMENT	n.ɑ0.n.p.eɪ1.m.ʌ0.n.t
NON-PERFORMING	n.ɑ0.n.p.ɚ0.f.ɔ1.ɹ.m.ɪ0.ŋ
NON-PLANAR	n.ɑ0.n.p.l.eɪ1.n.ɚ0
NON-PLUSS	n.ɑ0.n.p.l.ʌ1.s
NON-PLUSSED	n.ɑ0.n.p.l.ʌ1.s.t
NON-POISONOUS	n.ɑ0.n.p.ɔɪ1.z.ʌ0.n.ʌ0.s
NON-POLITICAL	n.ɑ2.n.p.ʌ0.l.ɪ1.t.ɪ0.k.ʌ0.l
NON-PRESCRIPTION	n.ɑ2.n.p.ɹ.ʌ0.s.k.ɹ.ɪ1.p.ʃ.ʌ0.n
NON-PRODUCTIVE	n.ɑ2.n.p.ɹ.ʌ0.d.ʌ1.k.t.ɪ0.v
NON-PROFESSIONAL	n.ɑ2.n.p.ɹ.ʌ0.f.ɛ1.ʃ.ʌ0.n.ʌ0.l
NON-PROFESSIONALS	n.ɑ0.n.p.ɹ.ʌ0.f.ɛ1.ʃ.ʌ0.n.ʌ0.l.z
NON-PROFIT	n.ɑ2.n.p.ɹ.ɔ1.f.ɪ0.t
NON-PROFIT(1)	n.ɑ0.n.p.ɹ.ɔ1.f.ʌ0.t
NON-PROFITS	n.ɑ1.n.p.ɹ.ɔ1.f.ɪ0.t.s
NON-PROLIFERATION	n.ɑ0.n.p.ɹ.ɔ0.l.ɪ2.f.ɚ0.eɪ1.ʃ.ʌ0.n
NON-PUBLIC	n.ɑ0.n.p.ʌ1.b.l.ɪ0.k
NON-QUALIFIED	n.ɑ0.n.k.w.ɑ1.l.ʌ0.f.aɪ2.d
NON-RACIAL	n.ɑ0.n.ɹ.eɪ1.ʃ.ʌ0.l
NON-RECURRING	n.ɑ0.n.ɹ.ɪ0.k.ɚ1.ɪ0.ŋ
NON-REFUNDABLE	n.ɑ0.n.ɹ.ɪ0.f.ʌ1.n.d.ʌ0.b.ʌ0.l
NON-REGULATED	n.ɑ0.n.ɹ.ɛ1.g.j.ʌ0.l.eɪ2.t.ɪ0.d
NON-RELIGIOUS	n.ɑ2.n.ɹ.ɪ0.l.ɪ1.dʒ.ʌ0.s
NON-RENEWABLE	n.ɑ0.n.ɹ.i0.n.u1.ʌ0.b.ʌ0.l
NON-RESIDENT	n.ɑ0.n.ɹ.ɛ1.z.ʌ0.d.ʌ0.n.t
NON-RESIDENTIAL	n.ɑ2.n.ɹ.ɛ2.z.ʌ0.d.ɛ1.n.ʃ.ʌ0.l
NON-RESIDENTS	n.ɑ0.n.ɹ.ɛ1.z.ʌ0.d.ʌ0.n.t.s
NON-RESPONSIVE	n.ɑ0.n.ɹ.ɪ0.s.p.ɑ1.n.s.ɪ0.v
NON-RESTRICTED	n.ɑ0.n.ɹ.ɪ2.s.t.ɹ.ɪ1.k.t.ɪ0.d
NON-RESTRICTED(1)	n.ɑ0.n.ɹ.i2.s.t.ɹ.ɪ1.k.t.ɪ0.d
NON-ROMAN	n.ɑ0.n.ɹ.oʊ1.m.ʌ0.n
NON-RULING	n.ɑ0.n.ɹ.u1.l.ɪ0.ŋ
NON-SECTARIAN	n.ɑ2.n.s.ɛ0.k.t.ɛ1.ɹ.i0.ʌ0.n
NON-SENSE	n.ɑ1.n.s.ɛ0.n.s
NON-SEQUITOR	n.ɑ1.n.s.ɛ1.k.w.ɪ0.t.ɚ0
NON-SEQUITORS	n.ɑ1.n.s.ɛ1.k.w.ɪ0.t.ɚ0.z
NON-SEQUITUR	n.ɑ1.n.s.ɛ1.k.w.ɪ0.t.ɚ0
NON-SEQUITURS	n.ɑ1.n.s.ɛ1.k.w.ɪ0.t.ɚ0.z
NON-SMOKER	n.ɑ0.n.s.m.oʊ1.k.ɚ0
NON-SMOKERS	n.ɑ0.n.s.m.oʊ1.k.ɚ0.z
NON-SMOKERS'	n.ɑ1.n.s.m.oʊ1.k.ɚ0.z
NON-SMOKING	n.ɑ0.n.s.m.oʊ1.k.ɪ0.ŋ
NON-SMOKING(1)	n.ɑ1.n.s.m.oʊ1.k.ɪ0.ŋ
NON-SPECIFIC	n.ɑ2.n.s.p.ʌ0.s.ɪ1.f.ɪ0.k
NON-SPORTING	n.ɑ0.n.s.p.ɔ1.ɹ.t.ɪ0.ŋ
NON-STANDARD	n.ɑ0.n.s.t.æ1.n.d.ɚ0.d
NON-STARTER	n.ɑ0.n.s.t.ɑ1.ɹ.t.ɚ0
NON-STARTERS	n.ɑ0.n.s.t.ɑ1.ɹ.t.ɚ0.z
NON-STICK	n.ɑ0.n.s.t.ɪ1.k
NON-STOP	n.ɑ2.n.s.t.ɑ1.p
NON-STOPS	n.ɑ2.n.s.t.ɑ1.p.s
NON-STRATEGIC	n.ɑ0.n.s.t.ɹ.ʌ0.t.i1.dʒ.ɪ0.k
NON-SUPERVISORY	n.ɑ0.n.s.u2.p.ɚ0.v.aɪ1.z.ɚ0.i0
NON-SURGICAL	n.ɑ0.n.s.ɚ1.dʒ.ɪ0.k.ʌ0.l
NON-TAXABLE	n.ɑ0.n.t.æ1.k.s.ʌ0.b.ʌ0.l
NON-TECHNICAL	n.ɑ0.n.t.ɛ1.k.n.ɪ0.k.ʌ0.l
NON-TOXIC	n.ɑ0.n.t.ɑ1.k.s.ɪ0.k
NON-TRADITIONAL	n.ɑ2.n.t.ɹ.ʌ0.d.ɪ1.ʃ.ʌ0.n.ʌ0.l
NON-TRANSFERABLE	n.ɑ2.n.t.ɹ.æ2.n.s.f.ɚ1.ʌ0.b.ʌ0.l
NON-TURBO	n.ɔ0.n.t.ɚ1.b.oʊ0
NON-TURBOS	n.ɔ0.n.t.ɚ1.b.oʊ0.z
NON-UNION	n.ɑ0.n.j.u1.n.j.ʌ0.n
NON-UNIONIZED	n.ɑ0.n.j.u1.n.j.ʌ0.n.aɪ2.z.d
NON-UTILITY	n.ɑ2.n.j.u0.t.ɪ1.l.ɪ0.t.i0
NON-VERBAL	n.ɑ0.n.v.ɚ1.b.ʌ0.l
NON-VIOLENCE	n.ɑ0.n.v.aɪ1.ʌ0.l.ʌ0.n.s
NON-VIOLENT	n.ɑ0.n.v.aɪ1.ʌ0.l.ʌ0.n.t
NON-VOLATILE	n.ɑ0.n.v.ɑ1.l.ʌ0.t.ʌ0.l
NON-VOTING	n.ɑ0.n.v.oʊ1.t.ɪ0.ŋ
NON-WHITE	n.ɑ1.n.w.aɪ1.t
NON-WHITE(1)	n.ɑ1.n.h.w.aɪ1.t
NON-WHITES	n.ɑ1.n.w.aɪ1.t.s
NON-WHITES(1)	n.ɑ1.n.h.w.aɪ1.t.s
NON-WOVEN	n.ɑ1.n.w.oʊ1.v.ɪ0.n
NON-WOVENS	n.ɑ1.n.w.oʊ1.v.ʌ0.n.z
NON-ZERO	n.ɑ0.n.z.i1.ɹ.oʊ0
NONA	n.oʊ1.n.ɑ0
NONACADEMIC	n.ɑ0.n.æ2.k.ʌ0.d.ɛ1.m.ɪ0.k
NONACCRUAL	n.ɑ2.n.ʌ0.k.ɹ.u1.ʌ0.l
NONACCRUING	n.ɑ2.n.ʌ0.k.ɹ.u1.ɪ0.ŋ
NONAGGRESSION	n.ɑ2.n.ʌ0.g.ɹ.ɛ1.ʃ.ʌ0.n
NONAGRICULTURAL	n.ɑ2.n.æ2.g.ɹ.ɪ0.k.ʌ1.l.tʃ.ɚ0.ʌ0.l
NONALCOHOLIC	n.ɑ2.n.æ2.l.k.ʌ0.h.ɑ1.l.ɪ0.k
NONALIGN	n.ɑ1.n.ʌ0.l.aɪ2.n
NONALIGNED	n.ɑ1.n.ʌ0.l.aɪ2.n.d
NONAUTOMOTIVE	n.ɑ2.n.ɔ2.t.oʊ0.m.oʊ1.t.ɪ0.v
NONBANK	n.ɑ1.n.b.æ1.ŋ.k
NONBANKING	n.ɑ1.n.b.æ1.ŋ.k.ɪ0.ŋ
NONBELIEVER	n.ɑ2.n.b.ɪ0.l.i1.v.ɚ0
NONBELIEVERS	n.ɑ2.n.b.ɪ0.l.i1.v.ɚ0.z
NONBINDING	n.ɑ1.n.b.aɪ1.n.d.ɪ0.ŋ
NONBITING	n.ɑ0.n.b.aɪ1.t.ɪ0.ŋ
NONBUILDING	n.ɑ1.n.b.ɪ1.l.d.ɪ0.ŋ
NONBUSINESS	n.ɑ1.n.b.ɪ1.z.n.ʌ0.s
NONCALLABLE	n.ɑ0.n.k.ɔ1.l.ʌ0.b.ʌ0.l
NONCASH	n.ɑ1.n.k.æ1.ʃ
NONCE	n.ɑ1.n.s
NONCHALANCE	n.ɑ1.n.ʃ.ʌ0.l.ɑ1.n.s
NONCHALANT	n.ɑ2.n.ʃ.ʌ0.l.ɑ1.n.t
NONCHALANTLY	n.ɑ1.n.ʃ.ʌ0.l.ɑ1.n.t.l.i0
NONCOLOR	n.ɑ0.n.k.ʌ1.l.ɚ0
NONCOMBATANT	n.ɑ2.n.k.ʌ0.m.b.æ1.t.ʌ0.n.t
NONCOMBATANTS	n.ɑ2.n.k.ʌ0.m.b.æ1.t.ʌ0.n.t.s
NONCOMMERCIAL	n.ɑ1.n.k.ʌ0.m.ɚ1.ʃ.ʌ0.l
NONCOMMITTAL	n.ɑ1.n.k.ʌ0.m.ɪ1.t.ʌ0.l
NONCOMMUNIST	n.ɑ1.n.k.ɑ1.m.j.u0.n.ɪ0.s.t
NONCOMMUNISTS	n.ɑ1.n.k.ɑ1.m.j.u0.n.ɪ0.s.t.s
NONCOMPETE	n.ɑ0.n.k.ʌ0.m.p.i1.t
NONCOMPETITIVE	n.ɑ2.n.k.ʌ0.m.p.ɛ1.t.ʌ0.t.ɪ0.v
NONCOMPLIANCE	n.ɑ2.n.k.ʌ0.m.p.l.aɪ1.ʌ0.n.s
NONCONFORMIST	n.ɑ2.n.k.ʌ0.n.f.ɔ1.ɹ.m.ɪ0.s.t
NONCONFORMISTS	n.ɑ2.n.k.ʌ0.n.f.ɔ1.ɹ.m.ʌ0.s.t.s
NONCONFORMITY	n.ɑ2.n.k.ʌ0.n.f.ɔ1.ɹ.m.ʌ0.t.i0
NONCONTRACT	n.ɑ0.n.k.ɑ1.n.t.ɹ.æ2.k.t
NONCONTROVERSIAL	n.ɑ0.n.k.ɑ2.n.t.ɹ.ʌ0.v.ɚ1.ʃ.ʌ0.l
NONCONVERTIBLE	n.ɑ0.n.k.ʌ0.n.v.ɚ1.t.ʌ0.b.ʌ0.l
NONCORE	n.ɑ1.n.k.ɔ1.ɹ
NONCORPORATE	n.ɑ0.n.k.ɔ1.ɹ.p.ɹ.ʌ0.t
NONCRIMINAL	n.ɑ0.n.k.ɹ.ɪ1.m.ɪ0.n.ʌ0.l
NONCUMULATIVE	n.ɑ0.n.k.j.u1.m.j.ʌ0.l.ʌ0.t.ɪ0.v
NONDEDUCTIBLE	n.ɑ0.n.d.ɪ0.d.ʌ1.k.t.ɪ0.b.ʌ0.l
NONDEFENSE	n.ɑ0.n.d.ɪ0.f.ɛ1.n.s
NONDESCRIPT	n.ɑ1.n.d.ɪ0.s.k.ɹ.ɪ1.p.t
NONDIRECT	n.ɑ1.n.d.ɚ0.ɛ1.k.t
NONDISCRIMINATE	n.ɑ0.n.d.ɪ2.s.k.ɹ.ɪ1.m.ʌ0.n.ʌ0.t
NONDISCRIMINATION	n.ɑ0.n.d.ɪ2.s.k.ɹ.ɪ0.m.ɪ0.n.eɪ1.ʃ.ʌ0.n
NONDISCRIMINATORY	n.ɑ1.n.d.ɪ0.s.k.ɹ.ɪ1.m.ʌ0.n.ʌ0.t.ɔ2.ɹ.i0
NONDOLLAR	n.ɑ1.n.d.ɑ1.l.ɚ0
NONDURABLE	n.ɑ0.n.d.ʊ1.ɹ.ʌ0.b.ʌ0.l
NONDURABLES	n.ɑ0.n.d.ʊ1.ɹ.ʌ0.b.ʌ0.l.z
NONE	n.ʌ1.n
NONECONOMIC	n.ɑ2.n.ɛ2.k.ʌ0.n.ɑ1.m.ɪ0.k
NONELECTRICAL	n.ɑ0.n.ɪ0.l.ɛ1.k.t.ɹ.ɪ0.k.ʌ0.l
NONEMERGENCY	n.ɑ2.n.ɪ0.m.ɚ1.dʒ.ʌ0.n.s.i0
NONENTITY	n.ɑ0.n.ɛ1.n.t.ʌ0.t.i0
NONESSENTIAL	n.ɑ2.n.ɪ0.s.ɛ1.n.ʃ.ʌ0.l
NONESUCH	n.ʌ1.n.s.ʌ1.tʃ
NONETHELESS	n.ʌ2.n.ð.ʌ0.l.ɛ1.s
NONEVENT	n.ɑ1.n.ɪ0.v.ɛ1.n.t
NONEXCLUSIVE	n.ɑ2.n.ɪ0.k.s.k.l.u1.s.ɪ0.v
NONEXECUTIVE	n.ɑ1.n.ɪ0.g.z.ɛ1.k.j.ʌ0.t.ɪ0.v
NONEXISTENT	n.ɑ2.n.ʌ0.g.z.ɪ1.s.t.ʌ0.n.t
NONFARM	n.ɑ1.n.f.ɑ1.ɹ.m
NONFAT	n.ɑ1.n.f.æ1.t
NONFATAL	n.ɑ1.n.f.eɪ1.t.ʌ0.l
NONFERROUS	n.ɑ0.n.f.ɛ1.ɹ.ʌ0.s
NONFICTION	n.ɑ0.n.f.ɪ1.k.ʃ.ʌ0.n
NONFINANCIAL	n.ɑ0.n.f.ʌ0.n.æ1.n.ʃ.ʌ0.l
NONFINANCIAL(1)	n.ɑ0.n.f.aɪ0.n.æ1.n.ʃ.ʌ0.l
NONFOOD	n.ɑ1.n.f.u1.d
NONGOVERNMENT	n.ɑ0.n.g.ʌ1.v.ɚ0.n.m.ʌ0.n.t
NONGOVERNMENTAL	n.ɑ0.n.g.ʌ2.v.ɚ0.n.m.ɛ1.n.t.ʌ0.l
NONGREEK	n.ɑ2.n.g.ɹ.i1.k
NONHUMAN	n.ɑ0.n.h.j.u1.m.ʌ0.n
NONIE	n.ɑ1.n.i0
NONINFLATIONARY	n.ɑ2.n.ɪ0.n.f.l.eɪ1.ʃ.ʌ0.n.ɛ2.ɹ.i0
NONINTEREST	n.ɑ0.n.ɪ1.n.t.ɹ.ʌ0.s.t
NONINTERFERENCE	n.ɑ2.n.ɪ2.n.t.ɚ0.f.ɪ1.ɹ.ʌ0.n.s
NONINTERVENTION	n.ɑ2.n.ɪ2.n.t.ɚ0.v.ɛ1.n.ʃ.ʌ0.n
NONJET	n.ɑ1.n.dʒ.ɛ1.t
NONJETS	n.ɑ1.n.dʒ.ɛ1.t.s
NONLETHAL	n.ɑ0.n.l.i1.θ.ʌ0.l
NONLINEAR	n.ɑ0.n.l.ɪ1.n.i2.ɚ0
NONLITURGICAL	n.ɑ0.n.l.ʌ0.t.ɚ1.dʒ.ɪ0.k.ʌ0.l
NONMANAGEMENT	n.ɑ0.n.m.æ1.n.ɪ0.dʒ.m.ʌ0.n.t
NONMANUFACTURING	n.ɑ2.n.m.æ2.n.j.ʌ0.f.æ1.k.tʃ.ɚ0.ɪ0.ŋ
NONMEMBER	n.ɑ0.n.m.ɛ1.m.b.ɚ0
NONMEMBERS	n.ɑ0.n.m.ɛ1.m.b.ɚ0.z
NONMILITARY	n.ɑ0.n.m.ɪ1.l.ʌ0.t.ɛ2.ɹ.i0
NONNATIVE	n.ɑ1.n.eɪ1.t.ɪ0.v
NONNATIVES	n.ɑ1.n.eɪ1.t.ɪ0.v.z
NONNEGOTIABLE	n.ɑ2.n.ʌ0.g.oʊ1.ʃ.ʌ0.b.ʌ0.l
NONNEMACHER	n.ɑ1.n.ɪ0.m.ʌ0.k.ɚ0
NONNUCLEAR	n.ɑ1.n.u1.k.l.i2.ɚ0
NONOPERATING	n.ɑ1.n.ɔ1.p.ɚ0.eɪ2.t.ɪ0.ŋ
NONPACIFIST	n.ɑ2.n.p.æ1.s.ɪ0.f.ɪ0.s.t
NONPACIFISTS	n.ɑ2.n.p.æ1.s.ɪ0.f.ɪ0.s.t.s
NONPARTISAN	n.ɑ0.n.p.ɑ1.ɹ.t.ʌ0.z.ʌ0.n
NONPAYING	n.ɑ0.n.p.eɪ1.ɪ0.ŋ
NONPAYMENT	n.ɑ0.n.p.eɪ1.m.ʌ0.n.t
NONPERFORMING	n.ɑ0.n.p.ɚ0.f.ɔ1.ɹ.m.ɪ0.ŋ
NONPLANAR	n.ɑ0.n.p.l.eɪ1.n.ɚ0
NONPLUSS	n.ɑ0.n.p.l.ʌ1.s
NONPLUSSED	n.ɑ0.n.p.l.ʌ1.s.t
NONPOISONOUS	n.ɑ0.n.p.ɔɪ1.z.ʌ0.n.ʌ0.s
NONPOLITICAL	n.ɑ2.n.p.ʌ0.l.ɪ1.t.ɪ0.k.ʌ0.l
NONPRESCRIPTION	n.ɑ2.n.p.ɹ.ʌ0.s.k.ɹ.ɪ1.p.ʃ.ʌ0.n
NONPRODUCTIVE	n.ɑ2.n.p.ɹ.ʌ0.d.ʌ1.k.t.ɪ0.v
NONPROFESSIONAL	n.ɑ2.n.p.ɹ.ʌ0.f.ɛ1.ʃ.ʌ0.n.ʌ0.l
NONPROFESSIONALS	n.ɑ0.n.p.ɹ.ʌ0.f.ɛ1.ʃ.ʌ0.n.ʌ0.l.z
NONPROFIT	n.ɑ0.n.p.ɹ.ɑ1.f.ʌ0.t
NONPROFITS	n.ɑ1.n.p.ɹ.ɑ1.f.ɪ0.t.s
NONPROLIFERATION	n.ɑ0.n.p.ɹ.ʌ0.l.ɪ2.f.ɚ0.eɪ1.ʃ.ʌ0.n
NONPUBLIC	n.ɑ0.n.p.ʌ1.b.l.ɪ0.k
NONQUALIFIED	n.ɑ0.n.k.w.ɑ1.l.ʌ0.f.aɪ2.d
NONRACIAL	n.ɑ0.n.ɹ.eɪ1.ʃ.ʌ0.l
NONRECURRING	n.ɑ0.n.ɹ.ɪ0.k.ɚ1.ɪ0.ŋ
NONREFUNDABLE	n.ɑ0.n.ɹ.ɪ0.f.ʌ1.n.d.ʌ0.b.ʌ0.l
NONREGULATED	n.ɑ0.n.ɹ.ɛ1.g.j.ʌ0.l.eɪ2.t.ɪ0.d
NONRELIGIOUS	n.ɑ2.n.ɹ.ɪ0.l.ɪ1.dʒ.ʌ0.s
NONRENEWABLE	n.ɑ0.n.ɹ.i0.n.u1.ʌ0.b.ʌ0.l
NONRESIDENT	n.ɑ0.n.ɹ.ɛ1.z.ʌ0.d.ʌ0.n.t
NONRESIDENTIAL	n.ɑ2.n.ɹ.ɛ2.z.ʌ0.d.ɛ1.n.ʃ.ʌ0.l
NONRESIDENTS	n.ɑ0.n.ɹ.ɛ1.z.ʌ0.d.ʌ0.n.t.s
NONRESPONSIVE	n.ɑ0.n.ɹ.ɪ0.s.p.ɑ1.n.s.ɪ0.v
NONRESTRICTED	n.ɑ0.n.ɹ.ɪ0.s.t.ɹ.ɪ1.k.t.ɪ0.d
NONRESTRICTED(1)	n.ɑ0.n.ɹ.i0.s.t.ɹ.ɪ1.k.t.ɪ0.d
NONROMAN	n.ɑ0.n.ɹ.oʊ1.m.ʌ0.n
NONRULING	n.ɑ0.n.ɹ.u1.l.ɪ0.ŋ
NONSECTARIAN	n.ɑ2.n.s.ɛ0.k.t.ɛ1.ɹ.i0.ʌ0.n
NONSENSE	n.ɑ1.n.s.ɛ0.n.s
NONSENSICAL	n.ɑ0.n.s.ɛ1.n.s.ɪ0.k.ʌ0.l
NONSMOKER	n.ɑ0.n.s.m.oʊ1.k.ɚ0
NONSMOKERS	n.ɑ0.n.s.m.oʊ1.k.ɚ0.z
NONSMOKERS'	n.ɑ1.n.s.m.oʊ1.k.ɚ0.z
NONSMOKING	n.ɑ1.n.s.m.oʊ1.k.ɪ0.ŋ
NONSPECIFIC	n.ɑ2.n.s.p.ʌ0.s.ɪ1.f.ɪ0.k
NONSPORTING	n.ɑ0.n.s.p.ɔ1.ɹ.t.ɪ0.ŋ
NONSTANDARD	n.ɑ0.n.s.t.æ1.n.d.ɚ0.d
NONSTARTER	n.ɑ0.n.s.t.ɑ1.ɹ.t.ɚ0
NONSTARTERS	n.ɑ0.n.s.t.ɑ1.ɹ.t.ɚ0.z
NONSTICK	n.ɑ0.n.s.t.ɪ1.k
NONSTOP	n.ɑ2.n.s.t.ɑ1.p
NONSTOPS	n.ɑ2.n.s.t.ɑ1.p.s
NONSTRATEGIC	n.ɑ0.n.s.t.ɹ.ʌ0.t.i1.dʒ.ɪ0.k
NONSURGICAL	n.ɑ0.n.s.ɚ1.dʒ.ɪ0.k.ʌ0.l
NONTAXABLE	n.ɑ0.n.t.æ1.k.s.ʌ0.b.ʌ0.l
NONTECHNICAL	n.ɑ0.n.t.ɛ1.k.n.ɪ0.k.ʌ0.l
NONTOXIC	n.ɑ0.n.t.ɑ1.k.s.ɪ0.k
NONTRADITIONAL	n.ɑ2.n.t.ɹ.ʌ0.d.ɪ1.ʃ.ʌ0.n.ʌ0.l
NONTRANSFERABLE	n.ɑ2.n.t.ɹ.æ2.n.s.f.ɚ1.ʌ0.b.ʌ0.l
NONTURBO	n.ɔ0.n.t.ɚ1.b.oʊ0
NONTURBOS	n.ɔ0.n.t.ɚ1.b.oʊ0.z
NONUNION	n.ɑ0.n.j.u1.n.j.ʌ0.n
NONUNIONIZED	n.ɑ0.n.j.u1.n.j.ʌ0.n.aɪ2.z.d
NONUTILITY	n.ɑ2.n.j.u0.t.ɪ1.l.ɪ0.t.i0
NONVERBAL	n.ɑ0.n.v.ɚ1.b.ʌ0.l
NONVIOLENCE	n.ɑ0.n.v.aɪ1.ʌ0.l.ʌ0.n.s
NONVIOLENT	n.ɑ0.n.v.aɪ1.ʌ0.l.ʌ0.n.t
NONVOLATILE	n.ɑ0.n.v.ɑ1.l.ʌ0.t.ʌ0.l
NONVOTING	n.ɑ0.n.v.oʊ1.t.ɪ0.ŋ
NONWHITE	n.ɑ1.n.w.aɪ1.t
NONWHITE(1)	n.ɑ1.n.h.w.aɪ1.t
NONWHITES	n.ɑ1.n.w.aɪ1.t.s
NONWHITES(1)	n.ɑ1.n.h.w.aɪ1.t.s
NONWOVEN	n.ɑ1.n.w.oʊ1.v.ɪ0.n
NONWOVENS	n.ɑ1.n.w.oʊ1.v.ʌ0.n.z
NOODLE	n.u1.d.ʌ0.l
NOODLES	n.u1.d.ʌ0.l.z
NOOK	n.ʊ1.k
NOOKS	n.ʊ1.k.s
NOON	n.u1.n
NOONAN	n.u1.n.ʌ0.n
NOONE	n.u1.n
NOONEY	n.u1.n.i0
NOONS	n.u1.n.z
NOONTIME	n.u1.n.t.aɪ2.m
NOORDA	n.ʊ1.ɹ.d.ʌ0
NOOSE	n.u1.s
NOPE	n.oʊ1.p
NOR	n.ɔ1.ɹ
NORA	n.ɔ1.ɹ.ʌ0
NORA'S	n.ɔ1.ɹ.ʌ0.z
NORAH	n.ɔ1.ɹ.ʌ0
NORAMCO	n.ɔ0.ɹ.æ1.m.k.oʊ0
NORANDA	n.ɔ0.ɹ.æ1.n.d.ʌ0
NORANDA'S	n.ɔ0.ɹ.æ1.n.d.ʌ0.z
NORBA	n.ɔ1.ɹ.b.ʌ0
NORBECK	n.ɔ1.ɹ.b.ɛ0.k
NORBERG	n.ɔ1.ɹ.b.ɚ0.g
NORBERT	n.ɔ1.ɹ.b.ɚ0.t
NORBERTA	n.ɔ0.ɹ.b.ɛ1.ɹ.t.ʌ0
NORBERTO	n.ɔ0.ɹ.b.ɚ1.t.oʊ2
NORBURY	n.ɔ1.ɹ.b.ɛ0.ɹ.i0
NORBY	n.ɔ1.ɹ.b.i0
NORCEN	n.ɔ1.ɹ.s.ʌ0.n
NORCEN'S	n.ɔ1.ɹ.s.ʌ0.n.z
NORCIA	n.ɔ1.ɹ.tʃ.ʌ0
NORCO	n.ɔ1.ɹ.k.oʊ0
NORCROSS	n.ɔ1.ɹ.k.ɹ.ɔ0.s
NORD	n.ɔ1.ɹ.d
NORDAHL	n.ɔ1.ɹ.d.ɑ0.l
NORDAN	n.ɔ1.ɹ.d.ʌ0.n
NORDBANKEN	n.ɔ1.ɹ.d.b.æ2.ŋ.k.ʌ0.n
NORDBERG	n.ɔ1.ɹ.d.b.ɚ0.g
NORDBY	n.ɔ1.ɹ.d.b.i0
NORDEEN	n.ɚ0.d.i1.n
NORDELL	n.ɔ1.ɹ.d.ʌ0.l
NORDEN	n.ɔ1.ɹ.d.ʌ0.n
NORDER	n.ɔ1.ɹ.d.ɚ0
NORDGREN	n.ɔ1.ɹ.d.g.ɹ.ɛ0.n
NORDIC	n.ɔ1.ɹ.d.ɪ0.k
NORDICA	n.ɔ1.ɹ.d.ɪ0.k.ʌ0
NORDICTRACK	n.ɔ1.ɹ.d.ɪ0.k.t.ɹ.æ2.k
NORDIN	n.ɔ1.ɹ.d.ɪ0.n
NORDINE	n.ɔ0.ɹ.d.i1.n.i0
NORDIO	n.ɔ1.ɹ.d.i0.oʊ0
NORDISK	n.ɔ1.ɹ.d.ɪ2.s.k
NORDLING	n.ɔ1.ɹ.d.ʌ0.l.ɪ0.ŋ
NORDLING(1)	n.ɔ1.ɹ.d.l.ɪ0.ŋ
NORDLUND	n.ɔ1.ɹ.d.l.ʌ0.n.d
NORDMAN	n.ɔ1.ɹ.d.m.ʌ0.n
NORDMANN	n.ɔ1.ɹ.d.m.ʌ0.n
NORDMEYER	n.ɔ1.ɹ.d.m.aɪ0.ɚ0
NORDQUIST	n.ɔ1.ɹ.d.k.w.ɪ0.s.t
NORDSON	n.ɔ1.ɹ.d.s.ʌ0.n
